Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB generic accession number (TrEMBL or SwissProt not differentiated) ID	Gene start (bp)	Gene end (bp)
YBR261C	YBR261C_mRNA	P38340	A0A6A5Q1G7	734832	735530
YIL105C	YIL105C_mRNA	P40485	A0A8H4C0S3	167581	169641
YIL105C	YIL105C_mRNA	P40485	P40485	167581	169641
YPL169C	YPL169C_mRNA	Q99257	A0A8H4F9N8	229039	230838
YPL169C	YPL169C_mRNA	Q99257	Q99257	229039	230838
YDL145C	YDL145C_mRNA	P53622	P53622	194571	198176
YDL145C	YDL145C_mRNA	P53622	A0A8H8UME9	194571	198176
YPR169W-A	YPR169W-A_mRNA	P0C5R7	P0C5R7	883239	883457
YJL171C	YJL171C_mRNA	P46992	A0A6A5PUP9	99704	100894
YJL171C	YJL171C_mRNA	P46992	P46992	99704	100894
YNR028W	YNR028W_mRNA	P53728	P53728	676177	677103
YNR028W	YNR028W_mRNA	P53728	A0A8H4BVX1	676177	677103
YPR170W-A	YPR170W-A_mRNA	P0C5R8	P0C5R8	883378	883563
YER018C	YER018C_mRNA	P40014	P40014	191959	192624
YER018C	YER018C_mRNA	P40014	A0A8H8ULM9	191959	192624
YMR211W	YMR211W_mRNA	Q03652	A0A8H4BXL5	689083	690510
YMR211W	YMR211W_mRNA	Q03652	Q03652	689083	690510
YLR256W	YLR256W_mRNA	P0CE41	P0CE41	646415	650923
YLR256W	YLR256W_mRNA	P0CE41	A0A8H4F8Q7	646415	650923
YAL017W	YAL017W_mRNA	P31374	A0A8H4FAS8	120225	124295
YAL017W	YAL017W_mRNA	P31374	P31374	120225	124295
YDR203W	YDR203W_mRNA	A0A023PXI4	A0A023PXI4	857682	857999
YJL058C	YJL058C_mRNA	P47041	A0A8H4FAQ8	326242	327873
YJL058C	YJL058C_mRNA	P47041	P47041	326242	327873
YOR373W	YOR373W_mRNA	P32336	P32336	1036834	1039389
YOR373W	YOR373W_mRNA	P32336	A0A8H4BVC7	1036834	1039389
YIL057C	YIL057C_mRNA	P40188	P40188	247902	248396
YIL057C	YIL057C_mRNA	P40188	A0A6L0Z4T3	247902	248396
YHR131C	YHR131C_mRNA	P38835	A0A8H4F9X2	365340	367892
YHR131C	YHR131C_mRNA	P38835	P38835	365340	367892
YLR068W	YLR068W_mRNA	Q12247	A0A6A5PSG8	271008	271463
YLR068W	YLR068W_mRNA	Q12247	Q12247	271008	271463
YPR014C	YPR014C_mRNA	Q6B0W2	Q7LID7	587189	587518
YPR014C	YPR014C_mRNA	Q6B0W2	Q6B0W2	587189	587518
YHR049C-A	YHR049C-A_mRNA	O13533	O13533	207234	207530
YDL104C	YDL104C_mRNA	P43122	P43122	273653	274876
YDL104C	YDL104C_mRNA	P43122	A0A8H8UMI6	273653	274876
YIL017C	YIL017C_mRNA	P40547	P40547	318200	320965
YNL009W	YNL009W_mRNA	P53982	A0A8H4BY63	614821	616083
YNL009W	YNL009W_mRNA	P53982	P53982	614821	616083
YBR034C	YBR034C_mRNA	P38074	P38074	304930	305976
YBR034C	YBR034C_mRNA	P38074	A0A6A5Q0Z9	304930	305976
YPR049C	YPR049C_mRNA	Q12527	A0A8H4BUD9	661137	664673
YPR049C	YPR049C_mRNA	Q12527	Q12527	661137	664673
YPL087W	YPL087W_mRNA	Q02896	A0A6A5Q272	383455	384408
YPL087W	YPL087W_mRNA	Q02896	Q02896	383455	384408
YJL132W	YJL132W_mRNA	P47014	P47014	161914	164166
YJL132W	YJL132W_mRNA	P47014	A0A8H4BYB5	161914	164166
YIL132C	YIL132C_mRNA	P40465	A0A8H4FB07	99860	100501
YIL132C	YIL132C_mRNA	P40465	P40465	99860	100501
YKL117W	YKL117W_mRNA	P28707	P28707	220324	220974
YKL117W	YKL117W_mRNA	P28707	A0A6A5PS88	220324	220974
YKL140W	YKL140W_mRNA	P34163	A0A8H4FA75	180779	182425
YKL140W	YKL140W_mRNA	P34163	P34163	180779	182425
YPR115W	YPR115W_mRNA	Q06108	Q06108	754877	758128
YPR115W	YPR115W_mRNA	Q06108	A0A8H4F8B8	754877	758128
YOR163W	YOR163W_mRNA	Q99321	A0A6A5Q3Z5	642741	643307
YOR163W	YOR163W_mRNA	Q99321	Q99321	642741	643307
YMR283C	YMR283C_mRNA	P23796	P23796	835326	836867
YMR283C	YMR283C_mRNA	P23796	A0A8H4FBE1	835326	836867
YKL007W	YKL007W_mRNA	P28495	P28495	429302	430108
YKL007W	YKL007W_mRNA	P28495	A0A6L1BCK9	429302	430108
YNL024C-A	YNL024C-A_mRNA	Q8TGJ3	Q8TGJ3	586602	586820
YNL024C-A	YNL024C-A_mRNA	Q8TGJ3	A0A6A5Q5Q4	586602	586820
YDL149W	YDL149W_mRNA	Q12142	A0A8H8UME5	184925	187918
YDL149W	YDL149W_mRNA	Q12142	Q12142	184925	187918
YLR101C	YLR101C_mRNA	Q08027	Q08027	342566	342961
YGR252W	YGR252W_mRNA	Q03330	Q03330	996869	998188
YGR252W	YGR252W_mRNA	Q03330	A0A6A5PZQ3	996869	998188
YOR029W	YOR029W_mRNA	Q12243	Q12243	384600	384935
YOR029W	YOR029W_mRNA	Q12243	A0A8H4F7D5	384600	384935
YLR341W	YLR341W_mRNA	Q06134	Q06134	807385	808818
YDR231C	YDR231C_mRNA	Q04935	Q04935	926293	926910
YDR231C	YDR231C_mRNA	Q04935	A0A6A5PZU2	926293	926910
YDR045C	YDR045C_mRNA	Q04307	Q04307	547978	548310
YDR045C	YDR045C_mRNA	Q04307	A0A6L0Y5S7	547978	548310
YPL184C	YPL184C_mRNA	Q08925	A0A8H4F825	195950	197788
YPL184C	YPL184C_mRNA	Q08925	Q08925	195950	197788
YPR111W	YPR111W_mRNA	P32328	A0A8H4BVE3	747306	749000
YPR111W	YPR111W_mRNA	P32328	P32328	747306	749000
YPR203W	YPR203W_mRNA	Q08994	Q08994	943880	944188
YGL106W	YGL106W_mRNA	P53141	P53141	306560	307009
YGL106W	YGL106W_mRNA	P53141	A0A6A5PWN2	306560	307009
YOL042W	YOL042W_mRNA	Q08213	A0A6A5Q6L1	249825	250916
YOL042W	YOL042W_mRNA	Q08213	Q08213	249825	250916
YPR189W	YPR189W_mRNA	P17883	P17883	912664	916962
YKL051W	YKL051W_mRNA	P35735	A0A8H4BY02	341312	342373
YKL051W	YKL051W_mRNA	P35735	P35735	341312	342373
YGR284C	YGR284C_mRNA	P53337	A0A8H8UL14	1060658	1061590
YGR284C	YGR284C_mRNA	P53337	P53337	1060658	1061590
YML078W	YML078W_mRNA	P25719	A0A6A5PR40	111002	111550
YML078W	YML078W_mRNA	P25719	P25719	111002	111550
YOR316C	YOR316C_mRNA	P32798	A0A8H4BVI4	906236	907555
YOR316C	YOR316C_mRNA	P32798	P32798	906236	907555
YOR326W	YOR326W_mRNA	P19524	A0A8H4F7G0	925721	930445
YOR326W	YOR326W_mRNA	P19524	P19524	925721	930445
YLL054C	YLL054C_mRNA	Q12244	Q12244	32673	35204
YLL054C	YLL054C_mRNA	Q12244	A0A8H4BZ16	32673	35204
YOR293C-A	YOR293C-A_mRNA	Q3E7Y7	Q3E7Y7	867998	868147
YOR293C-A	YOR293C-A_mRNA	Q3E7Y7	A0A8H4F7L4	867998	868147
YCR032W	YCR032W_mRNA	P25356	P25356	179520	186023
YCR032W	YCR032W_mRNA	P25356	A0A8H4BTH2	179520	186023
YAR018C	YAR018C_mRNA	P22209	P22209	170396	171703
YAR018C	YAR018C_mRNA	P22209	A0A6A5PZ86	170396	171703
YMR142C	YMR142C_mRNA	P40212	P40212	550206	551207
YOL036W	YOL036W_mRNA	Q08206	Q08206	256745	259030
YOL036W	YOL036W_mRNA	Q08206	A0A8H4BUL4	256745	259030
YGR032W	YGR032W_mRNA	P40989	P40989	548264	553951
YOR072W-B	YOR072W-B_mRNA	Q3E832	A0A8H4BWX6	464469	464630
YOR072W-B	YOR072W-B_mRNA	Q3E832	Q3E832	464469	464630
YKL022C	YKL022C_mRNA	P09798	P09798	394726	397248
YKL022C	YKL022C_mRNA	P09798	A0A8H4BY50	394726	397248
YIL070C	YIL070C_mRNA	P40513	P40513	230272	231072
YIL070C	YIL070C_mRNA	P40513	A0A6A5Q3I0	230272	231072
YPR034W	YPR034W_mRNA	Q12406	A0A8H4BW59	639525	640958
YPR034W	YPR034W_mRNA	Q12406	Q12406	639525	640958
YPL189W	YPL189W_mRNA	Q08929	Q08929	189154	190983
YPL189W	YPL189W_mRNA	Q08929	A0A8H4BUV8	189154	190983
YJL172W	YJL172W_mRNA	P27614	A0A8H4FAG1	97737	99467
YJL172W	YJL172W_mRNA	P27614	P27614	97737	99467
YOR332W	YOR332W_mRNA	P22203	A0A6A5Q7Y8	943656	944357
YOR332W	YOR332W_mRNA	P22203	P22203	943656	944357
YMR203W	YMR203W_mRNA	P23644	A0A8H4BYV5	668492	669655
YMR203W	YMR203W_mRNA	P23644	P23644	668492	669655
YDL075W	YDL075W_mRNA	P0C2H8	P0C2H8	322226	322988
YEL076C	YEL076C_mRNA	P39971	P39971	4464	5114
YNL334C	YNL334C_mRNA	P53823	P53823	12208	12876
YMR077C	YMR077C_mRNA	Q04272	A0A8H4BYI8	421484	422149
YMR077C	YMR077C_mRNA	Q04272	Q04272	421484	422149
YOL002C	YOL002C_mRNA	Q12442	Q12442	323411	324364
YKL021C	YKL021C_mRNA		A0A8H4C0G9	397344	398750
YDR415C	YDR415C_mRNA	Q04033	Q04033	1297037	1298161
YDR415C	YDR415C_mRNA	Q04033	A0A8H8UNV8	1297037	1298161
YNL319W	YNL319W_mRNA	P53826	P53826	38642	39082
YNL295W	YNL295W_mRNA	P48564	A0A8H4BWC5	76946	78520
YNL295W	YNL295W_mRNA	P48564	P48564	76946	78520
YDR339C	YDR339C_mRNA	Q05498	Q05498	1149951	1150520
YDR339C	YDR339C_mRNA	Q05498	A0A8H8UNN8	1149951	1150520
YEL018C-A	YEL018C-A_mRNA	A0A023PYD9	A0A023PYD9	121455	121988
YGR174C	YGR174C_mRNA		A0A8H4C0L7	845893	846405
YMR245W	YMR245W_mRNA	Q04019	Q04019	758563	759183
YJR114W	YJR114W_mRNA	P47151	P47151	638659	639051
YPL246C	YPL246C_mRNA	Q12270	Q12270	84509	85297
YPL246C	YPL246C_mRNA	Q12270	A0A8H4BTV6	84509	85297
YNL192W	YNL192W_mRNA	P08004	A0A8H4BWF7	276502	279897
YNL192W	YNL192W_mRNA	P08004	P08004	276502	279897
YDL213C	YDL213C_mRNA	Q07623	Q07623	77289	77966
YDL213C	YDL213C_mRNA	Q07623	A0A6A5Q0K4	77289	77966
YKL148C	YKL148C_mRNA	Q00711	A0A6A5PW50	169207	171129
YKL148C	YKL148C_mRNA	Q00711	Q00711	169207	171129
YCL059C	YCL059C_mRNA	P25586	P25586	22429	23379
YCL059C	YCL059C_mRNA	P25586	A0A6L1AK88	22429	23379
YHR086W-A	YHR086W-A_mRNA	Q3E746	A0A6A5PVQ5	280231	280392
YHR086W-A	YHR086W-A_mRNA	Q3E746	Q3E746	280231	280392
YLR186W	YLR186W_mRNA	Q06287	Q06287	523632	524390
YLR186W	YLR186W_mRNA	Q06287	A0A6A5PTB7	523632	524390
YOR193W	YOR193W_mRNA	Q08580	A0A8H4FAD4	710446	711576
YOR193W	YOR193W_mRNA	Q08580	Q08580	710446	711576
YJL093C	YJL093C_mRNA	P40310	P40310	254737	256812
YJL093C	YJL093C_mRNA	P40310	A0A8H4F9A8	254737	256812
YJL163C	YJL163C_mRNA	P46996	A0A8H4BYE6	111666	113333
YJL163C	YJL163C_mRNA	P46996	P46996	111666	113333
YJR153W	YJR153W_mRNA	P47180	A0A8H4BYY5	722815	723900
YJR153W	YJR153W_mRNA	P47180	P47180	722815	723900
YMR284W	YMR284W_mRNA	P32807	P32807	838187	839995
YMR284W	YMR284W_mRNA	P32807	A0A8H4F9N2	838187	839995
YBR101C	YBR101C_mRNA	P38260	P38260	443821	444693
YBR101C	YBR101C_mRNA	P38260	A0A6A5Q015	443821	444693
YMR089C	YMR089C_mRNA	P40341	P40341	445609	448086
YMR089C	YMR089C_mRNA	P40341	A0A8H4BYR5	445609	448086
YER072W	YER072W_mRNA	P40046	P40046	302806	303195
YER072W	YER072W_mRNA	P40046	A0A6A5PWH7	302806	303195
YJL179W	YJL179W_mRNA	P46988	A0A6A5PU71	88787	89116
YJL179W	YJL179W_mRNA	P46988	P46988	88787	89116
YNL149C	YNL149C_mRNA	P53903	P53903	349367	349756
YNL149C	YNL149C_mRNA	P53903	A0A6A5Q7S8	349367	349756
YGR208W	YGR208W_mRNA	P42941	P42941	911883	912812
YGR208W	YGR208W_mRNA	P42941	A0A6A5PXJ5	911883	912812
YHR141C	YHR141C_mRNA	P0CX27	P0CX27	381990	382751
YHR141C	YHR141C_mRNA	P0CX27	P0CX28	381990	382751
YHR141C	YHR141C_mRNA	P0CX28	P0CX27	381990	382751
YHR141C	YHR141C_mRNA	P0CX28	P0CX28	381990	382751
YHR170W	YHR170W_mRNA	P38861	P38861	443828	445384
YHR170W	YHR170W_mRNA	P38861	A0A6A5PXH9	443828	445384
YDR096W	YDR096W_mRNA	Q03833	Q03833	637139	639823
YPL020C	YPL020C_mRNA	Q02724	Q02724	512313	514178
YPL020C	YPL020C_mRNA	Q02724	A0A8H4F8A9	512313	514178
YER093C	YER093C_mRNA	P40061	P40061	343320	347612
YER093C	YER093C_mRNA	P40061	A0A8H8ULW1	343320	347612
YGL016W	YGL016W_mRNA	P32767	A0A6A5PVM9	461666	464911
YGL016W	YGL016W_mRNA	P32767	P32767	461666	464911
YLR143W	YLR143W_mRNA	Q12429	A0A8H4BX42	427329	429386
YLR143W	YLR143W_mRNA	Q12429	Q12429	427329	429386
YNL071W	YNL071W_mRNA	P12695	A0A8H4BVS7	491523	492971
YNL071W	YNL071W_mRNA	P12695	P12695	491523	492971
YKL038W	YKL038W_mRNA	P32862	P32862	365605	369117
YKL038W	YKL038W_mRNA	P32862	A0A8H4BY41	365605	369117
YLR368W	YLR368W_mRNA	Q05930	A0A6V8S101	857540	859336
YLR368W	YLR368W_mRNA	Q05930	Q05930	857540	859336
YGR255C	YGR255C_mRNA	P53318	A0A7I9EUC8	1002523	1003962
YGR255C	YGR255C_mRNA	P53318	P53318	1002523	1003962
YLR393W	YLR393W_mRNA	P18496	P18496	907079	907918
YLR393W	YLR393W_mRNA	P18496	A0A6A5PT83	907079	907918
YDL019C	YDL019C_mRNA	Q12451	Q12451	417663	421514
YDL019C	YDL019C_mRNA	Q12451	A0A8H8UMQ5	417663	421514
YDL022W	YDL022W_mRNA	Q00055	A0A6A5Q1R7	411825	413000
YDL022W	YDL022W_mRNA	Q00055	Q00055	411825	413000
YHL021C	YHL021C_mRNA	P23180	A0A8H4FCL2	64462	65859
YHL021C	YHL021C_mRNA	P23180	P23180	64462	65859
YCR079W	YCR079W_mRNA	P25646	P25646	252845	254173
YCR079W	YCR079W_mRNA	P25646	A0A8H4F677	252845	254173
YOR243C	YOR243C_mRNA	Q08647	Q08647	790211	792241
YOR243C	YOR243C_mRNA	Q08647	A0A8H4BWF2	790211	792241
YOR126C	YOR126C_mRNA	P41734	A0A8H4BW73	559961	560677
YOR126C	YOR126C_mRNA	P41734	P41734	559961	560677
YDR413C	YDR413C_mRNA	P87266	P87266	1294836	1295411
YDR391C	YDR391C_mRNA	Q04170	Q04170	1257358	1258056
YDR391C	YDR391C_mRNA	Q04170	A0A8H8UNT8	1257358	1258056
YJR080C	YJR080C_mRNA	P47127	A0A6L0Z712	580432	581616
YJR080C	YJR080C_mRNA	P47127	P47127	580432	581616
YMR134W	YMR134W_mRNA	P40207	A0A8H4BYU2	537838	538551
YMR134W	YMR134W_mRNA	P40207	P40207	537838	538551
YNL089C	YNL089C_mRNA	P53936	P53936	456693	457169
YOR070C	YOR070C_mRNA	Q08484	Q08484	455907	457820
YOR070C	YOR070C_mRNA	Q08484	A0A8H4BUT8	455907	457820
YKL125W	YKL125W_mRNA	P36070	A0A8H4FBW6	208247	210130
YKL125W	YKL125W_mRNA	P36070	P36070	208247	210130
YOR328W	YOR328W_mRNA	P51533	A0A8H4F8W1	931803	936497
YOR328W	YOR328W_mRNA	P51533	P51533	931803	936497
YLR176C	YLR176C_mRNA	P48743	A0A6V8RKY2	507797	510232
YLR176C	YLR176C_mRNA	P48743	P48743	507797	510232
YNL308C	YNL308C_mRNA	P42846	A0A8H4BVE7	54122	55897
YNL308C	YNL308C_mRNA	P42846	P42846	54122	55897
YAL069W	YAL069W_mRNA	O13588	O13588	335	649
YGR146C-A	YGR146C-A_mRNA	Q8TGT9	A0A8H4FAB5	785276	785437
YGR146C-A	YGR146C-A_mRNA	Q8TGT9	Q8TGT9	785276	785437
YJL037W	YJL037W_mRNA	P47056	P47056	376662	377336
YJL037W	YJL037W_mRNA	P47056	A0A6A5PW47	376662	377336
YDR091C	YDR091C_mRNA	Q03195	Q03195	626708	628534
YDR091C	YDR091C_mRNA	Q03195	A0A6A5Q259	626708	628534
YHR078W	YHR078W_mRNA	P38799	A0A6A5PX80	256360	258018
YHR078W	YHR078W_mRNA	P38799	P38799	256360	258018
YGL194C	YGL194C_mRNA	P53096	A0A6L0Z947	140368	141726
YGL194C	YGL194C_mRNA	P53096	P53096	140368	141726
YJL104W	YJL104W_mRNA	P42949	P42949	227327	227776
YJL104W	YJL104W_mRNA	P42949	A0A6L1B8M3	227327	227776
YAL063C	YAL063C_mRNA	P39712	P39712	24000	27968
YPL255W	YPL255W_mRNA	Q12365	Q12365	67725	68882
YPL255W	YPL255W_mRNA	Q12365	A0A8H4BUR5	67725	68882
Q0017	Q0017_mRNA	Q9ZZX8	Q9ZZX8	4254	4415
YER178W	YER178W_mRNA	P16387	A0A8H8UM42	546817	548079
YER178W	YER178W_mRNA	P16387	P16387	546817	548079
YNL239W	YNL239W_mRNA		A0A6A5Q7D8	200569	201933
YMR290W-A	YMR290W-A_mRNA	A0A023PZH5	A0A023PZH5	851422	851769
YJL050W	YJL050W_mRNA	P47047	P47047	342522	345743
YJL050W	YJL050W_mRNA	P47047	A0A8H4BYI9	342522	345743
YHR007C-A	YHR007C-A_mRNA	Q07074	Q07074	122550	122765
YHR007C-A	YHR007C-A_mRNA	Q07074	A0A8H4F9J0	122550	122765
YLR126C	YLR126C_mRNA	Q12288	Q12288	394765	395520
YLR126C	YLR126C_mRNA	Q12288	A0A6A5PRI1	394765	395520
YLR099W-A	YLR099W-A_mRNA	Q3E798	A0A6A5PTX2	341325	341588
YLR099W-A	YLR099W-A_mRNA	Q3E798	Q3E798	341325	341588
YPL196W	YPL196W_mRNA	Q08952	A0A6A5Q2Q6	175043	175864
YPL196W	YPL196W_mRNA	Q08952	Q08952	175043	175864
YPR135W	YPR135W_mRNA	Q01454	A0A8H4BWA2	799234	802017
YPR135W	YPR135W_mRNA	Q01454	Q01454	799234	802017
YGL138C	YGL138C_mRNA	P53122	A0A8H4C092	248494	249531
YGL138C	YGL138C_mRNA	P53122	P53122	248494	249531
YHL044W	YHL044W_mRNA	P38727	P38727	13565	14272
YHL044W	YHL044W_mRNA	P38727	A0A8H4BZC5	13565	14272
YER030W	YER030W_mRNA	P40019	P40019	213437	213898
YER030W	YER030W_mRNA	P40019	A0A8H8ULP2	213437	213898
YDR240C	YDR240C_mRNA	Q03782	Q03782	943674	945152
YDR240C	YDR240C_mRNA	Q03782	A0A8H8UNE5	943674	945152
YGR091W	YGR091W_mRNA	P49704	A0A8H4C0E6	666341	667825
YGR091W	YGR091W_mRNA	P49704	P49704	666341	667825
YFR029W	YFR029W_mRNA	P43606	A0A8H8ULB1	210937	212973
YFR029W	YFR029W_mRNA	P43606	P43606	210937	212973
YKL048C	YKL048C_mRNA	P32801	A0A8H4F8U2	347214	349136
YKL048C	YKL048C_mRNA	P32801	P32801	347214	349136
YOL056W	YOL056W_mRNA	Q12326	A0A6A5Q3M4	223268	224179
YOL056W	YOL056W_mRNA	Q12326	Q12326	223268	224179
YPR044C	YPR044C_mRNA	A0A023PZI1	A0A023PZI1	654524	654877
YOR098C	YOR098C_mRNA	P20676	P20676	507948	511178
YOR098C	YOR098C_mRNA	P20676	A0A8H4BVS5	507948	511178
YJL002C	YJL002C_mRNA	P41543	P41543	433221	434651
YJL002C	YJL002C_mRNA	P41543	A0A6A5PXA1	433221	434651
YNL275W	YNL275W_mRNA	P53838	P53838	119268	120998
YNL275W	YNL275W_mRNA	P53838	A0A8H4BVG4	119268	120998
YDL244W	YDL244W_mRNA	Q07748	Q07748	16204	17226
YDL244W	YDL244W_mRNA	Q07748	A0A6A5PXJ6	16204	17226
YDR179C	YDR179C_mRNA	Q03981	A0A8H8UN87	818708	819196
YDR179C	YDR179C_mRNA	Q03981	Q03981	818708	819196
YPL061W	YPL061W_mRNA	P54115	P54115	432588	434090
YPL061W	YPL061W_mRNA	P54115	E9P9H2	432588	434090
YDL165W	YDL165W_mRNA	P06100	P06100	164290	164865
YDL165W	YDL165W_mRNA	P06100	A0A6A5Q198	164290	164865
YGR200C	YGR200C_mRNA	P42935	A0A8H4C369	899904	902270
YGR200C	YGR200C_mRNA	P42935	P42935	899904	902270
YDL140C	YDL140C_mRNA	P04050	P04050	205360	210561
YDL140C	YDL140C_mRNA	P04050	A0A6A5Q1P2	205360	210561
YJR084W	YJR084W_mRNA	P47130	P47130	583733	585004
YJR084W	YJR084W_mRNA	P47130	A0A6L0ZUZ1	583733	585004
YMR095C	YMR095C_mRNA	Q03144	A0A8H4BYN0	457285	457959
YMR095C	YMR095C_mRNA	Q03144	Q03144	457285	457959
YDR120C	YDR120C_mRNA	P15565	A0A8H8UN34	691549	693261
YDR120C	YDR120C_mRNA	P15565	P15565	691549	693261
YDR003W	YDR003W_mRNA	Q03446	Q03446	454122	454754
YDR003W	YDR003W_mRNA	Q03446	A0A6A5Q1Z3	454122	454754
YOL110W	YOL110W_mRNA	P41912	P41912	109176	109889
YOL110W	YOL110W_mRNA	P41912	A0A6A5Q377	109176	109889
YGR191W	YGR191W_mRNA	P06775	A0A6A5Q180	880420	882231
YGR191W	YGR191W_mRNA	P06775	P06775	880420	882231
YNR071C	YNR071C_mRNA	P53757	A0A8H4BW88	770440	771468
YNR071C	YNR071C_mRNA	P53757	P53757	770440	771468
YOR213C	YOR213C_mRNA	Q99314	A0A8H4F8V3	744535	745281
YOR213C	YOR213C_mRNA	Q99314	Q99314	744535	745281
YJL220W	YJL220W_mRNA	A0A023PXN9	A0A023PXN9	18243	18695
YJL220W	YJL220W_mRNA	A0A023PXN9	P40891	18243	18695
YJL220W	YJL220W_mRNA	P40891	A0A023PXN9	18243	18695
YJL220W	YJL220W_mRNA	P40891	P40891	18243	18695
YGR270C-A	YGR270C-A_mRNA	Q8TGN7	Q8TGN7	1027382	1027600
YJR034W	YJR034W_mRNA	Q02772	Q02772	496683	497009
YJR034W	YJR034W_mRNA	Q02772	A0A6A5PWW8	496683	497009
YHR214W-A	YHR214W-A_mRNA	O13534	O13534	543008	543493
YOR253W	YOR253W_mRNA	Q08689	A0A6A5Q2Z1	804377	804907
YOR253W	YOR253W_mRNA	Q08689	Q08689	804377	804907
YBL010C	YBL010C_mRNA	P32788	P32788	206107	206949
YBL010C	YBL010C_mRNA	P32788	A0A6A5Q3S4	206107	206949
YLR423C	YLR423C_mRNA	Q06410	A0A8H4FBT1	971917	973170
YLR423C	YLR423C_mRNA	Q06410	Q06410	971917	973170
YKL053W	YKL053W_mRNA	P35733	P35733	339572	339946
YJR019C	YJR019C_mRNA	P41903	A0A6A5PXC2	467232	468281
YJR019C	YJR019C_mRNA	P41903	P41903	467232	468281
YLR357W	YLR357W_mRNA	Q06488	A0A6A5PTQ6	841331	844000
YLR357W	YLR357W_mRNA	Q06488	Q06488	841331	844000
YOR008C-A	YOR008C-A_mRNA	Q3E7B9	Q3E7B9	342857	343081
YOR008C-A	YOR008C-A_mRNA	Q3E7B9	A0A8H4BUP4	342857	343081
YHR161C	YHR161C_mRNA	P38856	A0A8H4F9N6	420373	422286
YHR161C	YHR161C_mRNA	P38856	P38856	420373	422286
YBR053C	YBR053C_mRNA	P38235	P38235	339675	340751
YBR053C	YBR053C_mRNA	P38235	A0A8H4BTW7	339675	340751
YBL059C-A	YBL059C-A_mRNA	Q3E7A4	Q3E7A4	110125	110539
YPL238C	YPL238C_mRNA	Q99401	Q99401	100474	100863
YLR197W	YLR197W_mRNA	Q12460	Q12460	546097	547611
YLR197W	YLR197W_mRNA	Q12460	A0A8H4BZG5	546097	547611
YOL113W	YOL113W_mRNA	Q12469	Q12469	104326	106293
YOL113W	YOL113W_mRNA	Q12469	A0A8H4BUG6	104326	106293
YPL052W	YPL052W_mRNA	Q02803	Q02803	458799	459678
YHR074W	YHR074W_mRNA	P38795	P38795	246193	248337
YKR093W	YKR093W_mRNA	P32901	P32901	615730	617535
YKR093W	YKR093W_mRNA	P32901	A0A8H4C0N8	615730	617535
YFL003C	YFL003C_mRNA	P40965	A0A8H8UL80	134521	137157
YFL003C	YFL003C_mRNA	P40965	P40965	134521	137157
YHR164C	YHR164C_mRNA	P38859	A0A8H4FBD9	424610	429178
YHR164C	YHR164C_mRNA	P38859	P38859	424610	429178
YPR112C	YPR112C_mRNA	Q06106	A0A8H4F746	749256	751919
YPR112C	YPR112C_mRNA	Q06106	Q06106	749256	751919
YGL227W	YGL227W_mRNA	P53076	P53076	69671	72547
YDR499W	YDR499W_mRNA	Q04377	Q04377	1447830	1450073
YDR499W	YDR499W_mRNA	Q04377	A0A6A5Q0F9	1447830	1450073
YOR060C	YOR060C_mRNA	Q08457	Q08457	440390	441163
YER128W	YER128W_mRNA	P40080	P40080	415859	416470
YER128W	YER128W_mRNA	P40080	A0A6A5PYJ6	415859	416470
YLR187W	YLR187W_mRNA	Q06315	Q06315	524865	527945
YLR187W	YLR187W_mRNA	Q06315	A0A8H4F8N9	524865	527945
YJR093C	YJR093C_mRNA	P45976	A0A6A5PYV4	603220	604203
YJR093C	YJR093C_mRNA	P45976	P45976	603220	604203
YKL201C	YKL201C_mRNA	P36044	A0A8H4C048	63930	67466
YKL201C	YKL201C_mRNA	P36044	P36044	63930	67466
YPL186C	YPL186C_mRNA	Q08926	A0A8H4F9N3	194512	195426
YPL186C	YPL186C_mRNA	Q08926	Q08926	194512	195426
YCR021C	YCR021C_mRNA	P25619	A0A8H4BUM9	156109	157107
YCR021C	YCR021C_mRNA	P25619	P25619	156109	157107
YOL076W	YOL076W_mRNA	Q12387	Q12387	187024	189414
YOL076W	YOL076W_mRNA	Q12387	A0A8H4F8H5	187024	189414
YOR186C-A	YOR186C-A_mRNA	Q8TGL3	Q8TGL3	683329	683538
YPR148C	YPR148C_mRNA	Q06523	Q06523	826833	828140
YPR148C	YPR148C_mRNA	Q06523	A0A8H4F6Z4	826833	828140
YBR255C-A	YBR255C-A_mRNA	Q3E776	Q3E776	726618	727074
YGR081C	YGR081C_mRNA	P53251	A0A8H4C2A3	643148	643780
YGR081C	YGR081C_mRNA	P53251	P53251	643148	643780
YJL201W	YJL201W_mRNA	P32525	P32525	54379	56178
YJL201W	YJL201W_mRNA	P32525	A0A8H4BYC6	54379	56178
YGL243W	YGL243W_mRNA	P53065	A0A8H4C003	43307	44509
YGL243W	YGL243W_mRNA	P53065	P53065	43307	44509
YJL161W	YJL161W_mRNA	P46998	A0A6A5PWG0	117245	117787
YJL161W	YJL161W_mRNA	P46998	P46998	117245	117787
YGL194C-A	YGL194C-A_mRNA	Q2V2P6	A0A6L0YJM0	139719	139961
YGL194C-A	YGL194C-A_mRNA	Q2V2P6	Q2V2P6	139719	139961
YGR148C	YGR148C_mRNA	P24000	P24000	787312	787779
YGR148C	YGR148C_mRNA	P24000	A0A6A5Q135	787312	787779
